street,latitude,longitude,lrt_stations,lrt_latitude,lrt_longitude,lrt_nearest_distance_m
CAIRNHILL ROAD,1.3043481247798296,103.8380110136614,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,10576.285682669139
WHITLEY ROAD,1.3247789562558552,103.83710323957789,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,8608.030453157076
TANAH MERAH KECHIL ROAD SOUTH,1.3218802896811797,103.94711466169848,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8489.778148940253
PASIR PANJANG HILL,1.2816263210663923,103.78486945242656,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10559.539638764221
THOMSON ROAD,1.3253446042959995,103.84072442668186,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,8355.814835009627
BUKIT TIMAH ROAD,1.3173440060564536,103.83355760811476,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9504.039289132097
NASSIM ROAD,1.308690315245334,103.82394249180076,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9486.384356186496
CHWEE CHIAN ROAD,1.2781568478427463,103.7876649578834,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10986.740492812847
SIXTH AVENUE,1.329533906080191,103.79523171528032,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,5802.5614319711385
TOH YI DRIVE,1.336554024273859,103.77195903308444,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,4377.43610382594
HOW SUN ROAD,1.3455376872394156,103.88100617007169,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,4642.607270511302
GRANGE ROAD,1.2997384471904987,103.8258680549304,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10406.453753345184
LEONIE HILL ROAD,1.2981244455442262,103.83406644937916,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,11102.405944420618
CUSCADEN WALK,1.3030827129334532,103.8290269096097,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10323.741888365968
PECK HAY ROAD,1.3091434558873418,103.83757966114396,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,10113.629012633783
ARDMORE PARK,1.308972464441298,103.83015228797808,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9904.955762434245
WATTEN ESTATE ROAD,1.3304753767055917,103.80955800089453,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,6607.267098684996
JERVOIS LANE,1.2940922282047955,103.81810758592523,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10463.320227388602
CLUNY PARK ROAD,1.3219360815292525,103.8138708689286,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7642.247427521815
JALAN HAJI ALIAS,1.322527841094128,103.79504457908716,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,6491.78028482539
SURREY ROAD,1.3153747560120936,103.84239986938532,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,9263.67584423485
LEEDON ROAD,1.3133286779042277,103.79741797055578,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7530.283718320347
ZEHNDER ROAD,1.2825170824886116,103.7869104254134,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10497.357683716766
MARINE PARADE,1.3037809737147674,103.90546598293574,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8873.028110177116
CAIRNHILL ROAD,1.3088308755123947,103.83713024718148,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,10166.257270070995
KHEAM HOCK ROAD,1.328659234035029,103.82042204822268,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7582.338683565095
NASSIM ROAD,1.3085693549471114,103.82473848384323,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9551.84483102528
ROBIN DRIVE,1.3192322440625075,103.82806200229064,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,8919.046258985341
SHELFORD ROAD,1.328901528046647,103.8121003341008,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,6923.535790862103
YEW SIANG ROAD,1.2789150420966258,103.79274385101009,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,11012.816103883039
FORT ROAD,1.2991385727918994,103.8848759858902,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,9508.72072070114
OXLEY ROAD,1.296748363996314,103.8414998338699,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,11210.409757619716
SIXTH AVENUE,1.3229129324783429,103.79188506607848,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,6316.84207123908
THOMSON ROAD,1.3180587266698658,103.8446820513569,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,8889.867756022377
PASIR PANJANG ROAD,1.2905469205790892,103.77460603766109,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9471.29688883013
GILSTEAD ROAD,1.3160894142784862,103.83857979720648,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,9374.121466182212
NATHAN ROAD,1.29522123325095,103.82714960291368,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10896.636003602258
HOLT ROAD,1.2945119363883557,103.82675823557145,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10936.470199322928
MEYER ROAD,1.296531266961569,103.89341902746334,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,9706.775315425484
NAPIER ROAD,1.306910370831745,103.82068269952032,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9425.690531704917
TAMPINES ROAD,1.3616989170516258,103.89084010607262,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,2590.176881759047
EAST COAST AVENUE,1.310520471023699,103.9242668467502,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8482.879773304441
MEYER ROAD,1.2976811059953102,103.88972928729052,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,9606.526647907353
UPPER EAST COAST ROAD,1.3137118634270666,103.938714040634,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8765.013856822297
BALMORAL CRESCENT,1.315860768362796,103.8354973643611,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,9554.944619540996
RIVER VALLEY ROAD,1.2963242559401995,103.84145161369044,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,11256.276607293064
TANGLIN RISE,1.3016570035278214,103.81788891978654,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9733.992849642518
PEPYS ROAD,1.2804724501641676,103.7932264339511,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10856.743539808158
UPPER EAST COAST ROAD,1.3201018230532593,103.95492261889515,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,9178.8769701158
UPPER EAST COAST ROAD,1.3157814810258006,103.94142451600275,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8709.96355989974
LORONG STANGEE,1.3092900174251267,103.90567980362547,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8265.47902128859
SHELFORD ROAD,1.3245655455602017,103.81218701033484,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7298.033906472851
BELMONT ROAD,1.3127874167644302,103.79936268859385,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7671.1742017387605
SHELFORD ROAD,1.328652003031647,103.8105772856381,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,6834.642508326907
DEVONSHIRE ROAD,1.2994183907506434,103.83618871051269,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,11143.28946332003
ZEHNDER ROAD,1.2816865960498816,103.78672313799962,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10584.518461883596
ANDERSON ROAD,1.312647231632068,103.8281042766048,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9449.984041033487
