target_price,area,floorRange,noOfUnits,typeOfSale,district,typeOfArea,street,project,marketSegment,contract_date_dt,days_since_1st_trans,age_bin,tenure_bin,latitude,longitude
3000000,118.0,Floor 06-10,1,3,15,Strata,MEYER ROAD,THE MEYERISE,RCR,2022-05-01,0,Freehold,Freehold,1.2962024695119896,103.8929233864393
3055000,97.0,Floor 06-10,1,1,10,Strata,LEEDON HEIGHTS,LEEDON GREEN,CCR,2022-05-01,0,Freehold,Freehold,1.3124399204954105,103.80340250179934
2200000,113.0,Floor 06-10,1,3,19,Strata,TAMPINES ROAD,THE TEMBUSU,OCR,2022-05-01,0,Freehold,Freehold,1.3615309439303391,103.88940974911468
1300000,81.0,Floor 01-05,1,3,21,Strata,SUNSET HEIGHTS,CLEMENTI PARK,OCR,2022-05-01,0,Freehold,Freehold,1.3283885825338564,103.76935103060488
3250000,121.0,Floor 16-20,1,3,15,Strata,MEYER ROAD,THE MEYERISE,RCR,2022-05-01,0,Freehold,Freehold,1.2962024695119896,103.8929233864393
670000,45.0,Floor 11-15,1,3,14,Strata,LENGKONG TUJOH,VACANZA @ EAST,OCR,2022-05-01,0,Freehold,Freehold,1.3295168935379458,103.91486541837016
7800000,240.0,Floor 16-20,1,3,10,Strata,GRANGE ROAD,GRANGE RESIDENCES,CCR,2022-05-01,0,Freehold,Freehold,1.3043775028426732,103.82265946147584
668000,41.0,Floor 01-05,1,3,14,Strata,FOO KIM LIN ROAD,TROPIKA EAST,OCR,2022-05-01,0,Freehold,Freehold,1.3289971894107384,103.90686516877625
1687000,62.0,Floor 06-10,1,1,10,Strata,LEEDON HEIGHTS,LEEDON GREEN,CCR,2022-05-01,0,Freehold,Freehold,1.3124399204954105,103.80340250179934
1168888,95.0,Floor 06-10,1,3,17,Strata,FLORA DRIVE,FERRARIA PARK CONDOMINIUM,OCR,2022-05-01,0,Freehold,Freehold,1.3583423411285633,103.9644000165503
1768888,91.0,Floor 01-05,1,3,15,Strata,MARINE PARADE ROAD,MARINE BLUE,RCR,2022-05-01,0,Freehold,Freehold,1.3040555987816933,103.90487712260254
1880000,137.0,Floor 01-05,1,3,14,Strata,FOO KIM LIN ROAD,TROPIKA EAST,OCR,2022-05-01,0,Freehold,Freehold,1.3289971894107384,103.90686516877625
4007000,126.0,Floor 01-05,1,1,10,Strata,LEEDON HEIGHTS,LEEDON GREEN,CCR,2022-05-01,0,Freehold,Freehold,1.3124399204954105,103.80340250179934
12230000,268.0,Floor 26-30,1,3,10,Strata,ARDMORE PARK,ARDMORE PARK,CCR,2022-05-01,0,Freehold,Freehold,1.310558048415899,103.82950876431674
1412000,44.0,Floor 06-10,1,1,10,Strata,LEEDON HEIGHTS,LEEDON GREEN,CCR,2022-05-01,0,Freehold,Freehold,1.3124399204954105,103.80340250179934
3650000,171.0,Floor 06-10,1,3,11,Strata,SURREY ROAD,THE LINCOLN RESIDENCES,CCR,2022-05-01,0,Freehold,Freehold,1.3153747560120936,103.84239986938533
1860000,88.0,Floor 06-10,1,3,21,Strata,BUKIT TIMAH ROAD,THE NEXUS,RCR,2022-05-01,0,Freehold,Freehold,1.3337396353681803,103.78660898588791
3400000,165.0,Floor 16-20,1,3,3,Strata,KIM TIAN ROAD,TWIN REGENCY,RCR,2022-05-01,0,Freehold,Freehold,1.284776733735535,103.82845896349617
980000,81.0,Floor 01-05,1,3,16,Strata,UPPER CHANGI ROAD EAST,CHANGI GREEN,OCR,2022-05-01,0,Freehold,Freehold,1.3449248541563923,103.96330062797449
7220000,240.0,Floor 06-10,1,3,10,Strata,GRANGE ROAD,GRANGE RESIDENCES,CCR,2022-05-01,0,Freehold,Freehold,1.3043775028426732,103.82265946147584
1088000,55.0,Floor 01-05,1,3,21,Strata,BUKIT TIMAH ROAD,THE NEXUS,RCR,2022-05-01,0,Freehold,Freehold,1.3337396353681803,103.78660898588791
1690000,80.0,Floor 06-10,1,3,11,Strata,SHELFORD ROAD,NINETEEN SHELFORD ROAD,CCR,2022-05-01,0,Freehold,Freehold,1.3261931253437673,103.81205601229212
2050000,149.0,Floor 01-05,1,3,19,Strata,PAYA LEBAR CRESCENT,TANGERINE GROVE,OCR,2022-06-01,31,Freehold,Freehold,1.3498135375923879,103.88074548484737
4300000,191.0,Floor 06-10,1,3,15,Strata,MEYER ROAD,THE MEYERISE,RCR,2022-06-01,31,Freehold,Freehold,1.2962024695119896,103.8929233864393
2290000,120.0,Floor 11-15,1,3,8,Strata,CARLISLE ROAD,MERA SPRINGS,RCR,2022-06-01,31,Freehold,Freehold,1.3147758574306632,103.8466804642866
3730000,152.0,Floor 06-10,1,3,9,Strata,SCOTTS ROAD,SCOTTS 28,CCR,2022-06-01,31,Freehold,Freehold,1.3098089873401169,103.83491791380814
1900000,82.0,Floor 21-25,1,3,15,Strata,MEYER ROAD,THE MEYERISE,RCR,2022-06-01,31,Freehold,Freehold,1.2962024695119896,103.8929233864393
8160000,240.0,Floor 16-20,1,3,10,Strata,GRANGE ROAD,GRANGE RESIDENCES,CCR,2022-06-01,31,Freehold,Freehold,1.3043775028426732,103.82265946147584
3550000,138.0,Floor 06-10,1,3,10,Strata,CUSCADEN ROAD,CUSCADEN RESIDENCES,CCR,2022-06-01,31,Freehold,Freehold,1.3049000874845669,103.8268499350528
1880000,135.0,Floor 01-05,1,3,5,Strata,PASIR PANJANG ROAD,GOLD COAST CONDOMINIUM,RCR,2022-06-01,31,Freehold,Freehold,1.2905469205790892,103.77460603766109
2500000,105.0,Floor 01-05,1,3,11,Strata,THOMSON ROAD,THOMSON EURO-ASIA,CCR,2022-06-01,31,Freehold,Freehold,1.3180587266698658,103.8446820513569
1333700,60.0,Floor 06-10,1,1,14,Strata,JALAN EUNOS,URBAN TREASURES,OCR,2022-06-01,31,Freehold,Freehold,1.329367202028861,103.90579132382312
2328000,138.0,Floor 01-05,1,3,15,Strata,SIGLAP ROAD,FLAMINGO VALLEY,OCR,2022-06-01,31,Freehold,Freehold,1.3173237968458804,103.92306432545251
1988800,94.0,Floor 01-05,1,1,14,Strata,JALAN EUNOS,URBAN TREASURES,OCR,2022-06-01,31,Freehold,Freehold,1.329367202028861,103.90579132382312
2608888,96.0,Floor 16-20,1,3,9,Strata,KIM SENG ROAD,TRIBECA,CCR,2022-06-01,31,Freehold,Freehold,1.2910660304508477,103.83449888266536
1799600,82.0,Floor 06-10,1,1,14,Strata,JALAN EUNOS,URBAN TREASURES,OCR,2022-06-01,31,Freehold,Freehold,1.329367202028861,103.90579132382312
1385000,113.0,Floor 01-05,1,3,19,Strata,TAMPINES ROAD,FORTUNE PARK,OCR,2022-06-01,31,Freehold,Freehold,1.3616989170516258,103.89084010607262
6700000,292.0,Floor 01-05,1,3,10,Strata,ORANGE GROVE ROAD,ORANGE GROVE RESIDENCES,CCR,2022-06-01,31,Freehold,Freehold,1.3137810520144186,103.82501869017734
1373800,60.0,Floor 11-15,1,1,14,Strata,JALAN EUNOS,URBAN TREASURES,OCR,2022-06-01,31,Freehold,Freehold,1.329367202028861,103.90579132382312
4392600,156.0,Floor 01-05,1,3,9,Strata,PATERSON ROAD,PATERSON SUITES,CCR,2022-06-01,31,Freehold,Freehold,1.3010978804758768,103.83056321921613
4900000,198.0,Floor 16-20,1,3,9,Strata,CAIRNHILL ROAD,THE EDGE ON CAIRNHILL,CCR,2022-06-01,31,Freehold,Freehold,1.3088308755123947,103.83713024718148
3300000,123.0,Floor 06-10,1,3,10,Strata,BALMORAL ROAD,VOLARI,CCR,2022-06-01,31,Freehold,Freehold,1.314890092493852,103.83292814168634
12888000,295.0,Floor 01-05,1,3,10,Strata,NASSIM ROAD,NASSIM PARK RESIDENCES,CCR,2022-06-01,31,Freehold,Freehold,1.3078884386289167,103.82299067743799
2420000,102.0,Floor 01-05,1,3,10,Strata,KENG CHIN ROAD,CYAN,CCR,2022-06-01,31,Freehold,Freehold,1.3172475748171626,103.8299725999947
1968888,139.0,Floor 01-05,1,3,15,Strata,LORONG L TELOK KURAU,PINEHURST CONDOMINIUM,OCR,2022-06-01,31,Freehold,Freehold,1.3122318538641324,103.91518712580147
900000,39.0,Floor 01-05,1,3,15,Strata,TANJONG RHU ROAD,THE LINE @ TANJONG RHU,RCR,2022-06-01,31,Freehold,Freehold,1.2984373006288634,103.88440802105823
2630000,99.0,Floor 11-15,1,3,10,Strata,KENG CHIN ROAD,CYAN,CCR,2022-06-01,31,Freehold,Freehold,1.3172475748171626,103.8299725999947
4450000,200.0,Floor 01-05,1,3,9,Strata,OXLEY WALK,BELLE VUE RESIDENCES,CCR,2022-06-01,31,Freehold,Freehold,1.2967052650608446,103.84190257105503
990000,88.0,Floor 01-05,1,3,17,Strata,FLORA DRIVE,CARISSA PARK CONDOMINIUM,OCR,2022-06-01,31,Freehold,Freehold,1.359296979607128,103.96440792459887
1350000,121.0,Floor 01-05,1,3,17,Strata,FLORA ROAD,AVILA GARDENS,OCR,2022-06-01,31,Freehold,Freehold,1.3601576433642224,103.96516522421315
1900000,116.0,Floor 01-05,1,3,16,Strata,UPPER EAST COAST ROAD,BREEZE BY THE EAST,OCR,2022-06-01,31,Freehold,Freehold,1.3136000617668615,103.93755343174422
7300000,331.0,Floor 01-05,1,3,11,Strata,TREVOSE CRESCENT,THE GLYNDEBOURNE,CCR,2022-06-01,31,Freehold,Freehold,1.3222253335422525,103.8235978249979
3630000,242.0,Floor 01-05,1,3,10,Strata,SIXTH AVENUE,THE SIXTH AVENUE RESIDENCES,CCR,2022-06-01,31,Freehold,Freehold,1.327330894698637,103.792736864926
2411000,98.0,Floor 06-10,1,3,15,Strata,TANJONG RHU ROAD,THE LINE @ TANJONG RHU,RCR,2022-06-01,31,Freehold,Freehold,1.2984373006288634,103.88440802105823
1558000,64.0,Floor 01-05,1,1,19,Strata,HOW SUN DRIVE,THE GAZANIA,OCR,2022-06-01,31,Freehold,Freehold,1.3450381923366939,103.87912511808916
2094000,67.0,Floor 01-05,1,1,10,Strata,ANAMALAI AVENUE,ROYALGREEN,CCR,2022-06-01,31,Freehold,Freehold,1.3308208573727107,103.7941582357256
2322000,98.0,Floor 01-05,1,1,19,Strata,HOW SUN DRIVE,THE GAZANIA,OCR,2022-06-01,31,Freehold,Freehold,1.3450381923366939,103.87912511808916
2340000,110.0,Floor 01-05,1,3,15,Strata,ST. PATRICK'S ROAD,SEVENTY SAINT PATRICK'S,OCR,2022-06-01,31,Freehold,Freehold,1.3073067150852011,103.91569828012729
2050000,87.0,Floor 01-05,1,3,15,Strata,ST. PATRICK'S ROAD,SEVENTY SAINT PATRICK'S,OCR,2022-06-01,31,Freehold,Freehold,1.3073067150852011,103.91569828012729
1620900,53.0,Floor 11-15,1,1,10,Strata,HOLLAND ROAD,HYLL ON HOLLAND,CCR,2022-06-01,31,Freehold,Freehold,1.310486779124823,103.80189972707781
1450000,120.0,Floor 06-10,1,3,18,Strata,ELIAS ROAD,RIS GRANDEUR,OCR,2022-06-01,31,Freehold,Freehold,1.3742995580471467,103.9403136035033
1958000,106.0,Floor 01-05,1,3,21,Strata,TOH TUCK ROAD,THE CREEK @ BUKIT,RCR,2022-06-01,31,Freehold,Freehold,1.338641360636978,103.76937871336561
1818888,118.0,Floor 06-10,1,3,21,Strata,TOH TUCK ROAD,HIGHGATE,RCR,2022-06-01,31,Freehold,Freehold,1.3414133254451415,103.76639360439341
1917600,65.0,Floor 06-10,1,1,10,Strata,HOLLAND ROAD,HYLL ON HOLLAND,CCR,2022-06-01,31,Freehold,Freehold,1.310486779124823,103.80189972707781
1750000,78.0,Floor 01-05,1,3,21,Strata,BUKIT TIMAH ROAD,FLORIDIAN,RCR,2022-06-01,31,Freehold,Freehold,1.3332359548709674,103.78527471772185
2930000,133.0,Floor 01-05,1,3,10,Strata,SIXTH AVENUE,THE SIXTH AVENUE RESIDENCES,CCR,2022-06-01,31,Freehold,Freehold,1.327330894698637,103.792736864926
4409894,156.0,Floor 01-05,1,3,9,Strata,PATERSON ROAD,PATERSON SUITES,CCR,2022-06-01,31,Freehold,Freehold,1.3010978804758768,103.83056321921613
2593800,114.0,Floor 01-05,1,1,19,Strata,HOW SUN ROAD,THE LILIUM,OCR,2022-06-01,31,Freehold,Freehold,1.3455376872394156,103.88100617007167
1680000,92.0,Floor 11-15,1,3,20,Strata,MARYMOUNT TERRACE,TRESALVEO,RCR,2022-06-01,31,Freehold,Freehold,1.3510425976381049,103.84082249722938
3302000,121.0,Floor 11-15,1,1,15,Strata,AMBER GARDENS,AMBER PARK,RCR,2022-06-01,31,Freehold,Freehold,1.3003778864674327,103.89920938524934
3304000,121.0,Floor 16-20,1,1,15,Strata,AMBER GARDENS,AMBER PARK,RCR,2022-06-01,31,Freehold,Freehold,1.3003778864674327,103.89920938524934
1709800,69.0,Floor 01-05,1,1,19,Strata,HOW SUN ROAD,THE LILIUM,OCR,2022-06-01,31,Freehold,Freehold,1.3455376872394156,103.88100617007167
2020000,69.0,Floor 11-15,1,2,15,Strata,AMBER GARDENS,AMBER PARK,RCR,2022-06-01,31,Freehold,Freehold,1.3003778864674327,103.89920938524934
1761000,57.0,Floor 06-10,1,1,10,Strata,LEEDON HEIGHTS,LEEDON GREEN,CCR,2022-06-01,31,Freehold,Freehold,1.3124399204954105,103.80340250179934
3327000,121.0,Floor 16-20,1,1,15,Strata,AMBER GARDENS,AMBER PARK,RCR,2022-06-01,31,Freehold,Freehold,1.3003778864674327,103.89920938524934
3848000,146.0,Floor 01-05,1,1,15,Strata,AMBER GARDENS,AMBER PARK,RCR,2022-06-01,31,Freehold,Freehold,1.3003778864674327,103.89920938524934
1865600,65.0,Floor 06-10,1,1,10,Strata,HOLLAND ROAD,HYLL ON HOLLAND,CCR,2022-06-01,31,Freehold,Freehold,1.310486779124823,103.80189972707781
2156000,65.0,Floor 06-10,1,1,10,Strata,LEEDON HEIGHTS,LEEDON GREEN,CCR,2022-06-01,31,Freehold,Freehold,1.3124399204954105,103.80340250179934
1715000,62.0,Floor 11-15,1,1,10,Strata,LEEDON HEIGHTS,LEEDON GREEN,CCR,2022-06-01,31,Freehold,Freehold,1.3124399204954105,103.80340250179934
2800000,141.0,Floor 01-05,1,3,15,Strata,AMBER ROAD,AMBER RESIDENCES,RCR,2022-06-01,31,Freehold,Freehold,1.301256235401773,103.90082608797513
2914600,98.0,Floor 11-15,1,1,10,Strata,HOLLAND ROAD,HYLL ON HOLLAND,CCR,2022-06-01,31,Freehold,Freehold,1.310486779124823,103.80189972707781
1380000,96.0,Floor 01-05,1,3,14,Strata,LENGKONG TUJOH,VACANZA @ EAST,OCR,2022-06-01,31,Freehold,Freehold,1.3295168935379458,103.91486541837016
1060000,98.0,Floor 01-05,1,3,17,Strata,FLORA ROAD,EDELWEISS PARK CONDOMINIUM,OCR,2022-06-01,31,Freehold,Freehold,1.3565403145408614,103.96733910630606
1380000,130.0,Floor 01-05,1,3,17,Strata,FLORA ROAD,EDELWEISS PARK CONDOMINIUM,OCR,2022-06-01,31,Freehold,Freehold,1.3565403145408614,103.96733910630606
1570000,115.0,Floor 01-05,1,3,19,Strata,POH HUAT ROAD WEST,THE WATERLINE,OCR,2022-06-01,31,Freehold,Freehold,1.3668068908800544,103.87625687006505
2510000,137.0,Floor 16-20,1,3,11,Strata,MINBU ROAD,MONTEBLEU,CCR,2022-06-01,31,Freehold,Freehold,1.3237827351345697,103.85010205256793
8500000,179.0,Floor 01-05,1,3,10,Strata,NASSIM HILL,THE NASSIM,CCR,2022-06-01,31,Freehold,Freehold,1.3064122994722085,103.82313607291871
1598000,80.0,Floor 01-05,1,3,8,Strata,KITCHENER LINK,CITY SQUARE RESIDENCES,RCR,2022-06-01,31,Freehold,Freehold,1.3111053584462398,103.85747986080037
1600000,98.0,Floor 06-10,1,3,21,Strata,TOH TUCK ROAD,SIGNATURE PARK,RCR,2022-06-01,31,Freehold,Freehold,1.3412365404544349,103.76774345405761
1475000,91.0,Floor 06-10,1,3,5,Strata,WEST COAST WALK,THE PARC CONDOMINIUM,OCR,2022-06-01,31,Freehold,Freehold,1.3108846759079051,103.7627451324895
2948000,158.0,Floor 01-05,1,3,10,Strata,WILBY ROAD,THE TESSARINA,CCR,2022-06-01,31,Freehold,Freehold,1.3321774182084025,103.78922865075617
3110000,153.0,Floor 01-05,1,3,10,Strata,WILBY ROAD,THE TESSARINA,CCR,2022-06-01,31,Freehold,Freehold,1.3321774182084025,103.78922865075617
3120000,150.0,Floor 01-05,1,3,10,Strata,WILBY ROAD,THE TESSARINA,CCR,2022-06-01,31,Freehold,Freehold,1.3321774182084025,103.78922865075617
1350000,124.0,Floor 01-05,1,3,17,Strata,FLORA ROAD,EDELWEISS PARK CONDOMINIUM,OCR,2022-06-01,31,Freehold,Freehold,1.3565403145408614,103.96733910630606
1490000,102.0,Floor 01-05,1,3,23,Strata,HILLVIEW AVENUE,HILLBROOKS,OCR,2022-06-01,31,Freehold,Freehold,1.3586849903903868,103.76219804601685
1688888,87.0,Floor 01-05,1,3,15,Strata,LORONG M TELOK KURAU,THE SEAWIND,OCR,2022-06-01,31,Freehold,Freehold,1.310617438905314,103.91438771546682
1060000,68.0,Floor 01-05,1,3,15,Strata,MOUNTBATTEN ROAD,OLA RESIDENCES,RCR,2022-06-01,31,Freehold,Freehold,1.302969307078749,103.89912589819234
1660000,91.0,Floor 01-05,1,3,15,Strata,LORONG M TELOK KURAU,THE SEAWIND,OCR,2022-06-01,31,Freehold,Freehold,1.310617438905314,103.91438771546682
1830000,107.0,Floor 11-15,1,3,13,Strata,MACPHERSON ROAD,SKY GREEN,RCR,2022-06-01,31,Freehold,Freehold,1.3325184684710756,103.88622884518851
2450000,148.0,Floor 01-05,1,3,15,Strata,MEYER ROAD,LA MEYER,RCR,2022-06-01,31,Freehold,Freehold,1.2976811059953102,103.88972928729052
2851000,89.0,Floor 11-15,1,1,10,Strata,LEEDON HEIGHTS,LEEDON GREEN,CCR,2022-06-01,31,Freehold,Freehold,1.3124399204954105,103.80340250179934
3558000,106.0,Floor 16-20,1,1,9,Strata,RIVER VALLEY CLOSE,THE AVENIR,CCR,2022-06-01,31,Freehold,Freehold,1.2942408571855462,103.83676730367198
2420000,112.0,Floor 06-10,1,3,21,Strata,BUKIT TIMAH ROAD,THE NEXUS,RCR,2022-06-01,31,Freehold,Freehold,1.3337396353681803,103.78660898588791
1108000,93.0,Floor 01-05,1,3,16,Strata,UPPER CHANGI ROAD EAST,CHANGI GREEN,OCR,2022-06-01,31,Freehold,Freehold,1.3449248541563923,103.96330062797449
620000,35.0,Floor 01-05,1,3,15,Strata,UPPER EAST COAST ROAD,SUITES @ EASTCOAST,OCR,2022-06-01,31,Freehold,Freehold,1.3144907944099118,103.93260581606367
1963800,94.0,Floor 01-05,1,1,14,Strata,JALAN EUNOS,URBAN TREASURES,OCR,2022-06-01,31,Freehold,Freehold,1.329367202028861,103.90579132382312
2022000,94.0,Floor 01-05,1,1,14,Strata,JALAN EUNOS,URBAN TREASURES,OCR,2022-06-01,31,Freehold,Freehold,1.329367202028861,103.90579132382312
6418000,191.0,Floor 11-15,1,1,9,Strata,RIVER VALLEY CLOSE,THE AVENIR,CCR,2022-06-01,31,Freehold,Freehold,1.2942408571855462,103.83676730367198
1898000,66.0,Floor 06-10,1,1,10,Strata,LEEDON HEIGHTS,LEEDON GREEN,CCR,2022-06-01,31,Freehold,Freehold,1.3124399204954105,103.80340250179934
6729000,192.0,Floor 06-10,1,1,9,Strata,RIVER VALLEY CLOSE,THE AVENIR,CCR,2022-06-01,31,Freehold,Freehold,1.2942408571855462,103.83676730367198
4425000,139.0,Floor 01-05,1,1,10,Strata,LEEDON HEIGHTS,LEEDON GREEN,CCR,2022-06-01,31,Freehold,Freehold,1.3124399204954105,103.80340250179934
2592000,75.0,Floor 21-25,1,1,9,Strata,RIVER VALLEY CLOSE,THE AVENIR,CCR,2022-06-01,31,Freehold,Freehold,1.2942408571855462,103.83676730367198
1050000,70.0,Floor 01-05,1,3,15,Strata,MANGIS ROAD,THE GERANIUM,RCR,2022-06-01,31,Freehold,Freehold,1.3133229718786543,103.90436040239356
2755000,89.0,Floor 06-10,1,1,10,Strata,LEEDON HEIGHTS,LEEDON GREEN,CCR,2022-06-01,31,Freehold,Freehold,1.3124399204954105,103.80340250179934
1823382,65.0,Floor 06-10,1,1,10,Strata,HOLLAND ROAD,HYLL ON HOLLAND,CCR,2022-06-01,31,Freehold,Freehold,1.310486779124823,103.80189972707781
1300000,94.0,Floor 01-05,1,3,5,Strata,PASIR PANJANG ROAD,VILLA DE WEST,RCR,2022-06-01,31,Freehold,Freehold,1.2907252914609593,103.7721144547857
990000,53.0,Floor 01-05,1,3,8,Strata,KITCHENER LINK,CITY SQUARE RESIDENCES,RCR,2022-06-01,31,Freehold,Freehold,1.3111053584462398,103.85747986080037
1851600,65.0,Floor 06-10,1,1,10,Strata,HOLLAND ROAD,HYLL ON HOLLAND,CCR,2022-06-01,31,Freehold,Freehold,1.310486779124823,103.80189972707781
1125000,93.0,Floor 01-05,1,3,16,Strata,UPPER CHANGI ROAD EAST,CHANGI GREEN,OCR,2022-06-01,31,Freehold,Freehold,1.3449248541563923,103.96330062797449
2050000,107.0,Floor 06-10,1,3,15,Strata,MEYER ROAD,THE MAKENA,RCR,2022-06-01,31,Freehold,Freehold,1.2967094109666664,103.89419155242042
1190000,93.0,Floor 01-05,1,3,16,Strata,UPPER CHANGI ROAD EAST,CHANGI GREEN,OCR,2022-06-01,31,Freehold,Freehold,1.3449248541563923,103.96330062797449
2080000,129.0,Floor 01-05,1,3,23,Strata,DAIRY FARM ROAD,THE DAIRY FARM,OCR,2022-06-01,31,Freehold,Freehold,1.3648755219659103,103.77052078044503
2780000,141.0,Floor 06-10,1,3,8,Strata,KITCHENER LINK,CITY SQUARE RESIDENCES,RCR,2022-06-01,31,Freehold,Freehold,1.3111053584462398,103.85747986080037
4650000,195.0,Floor 11-15,1,3,15,Strata,MEYER ROAD,THE SEAFRONT ON MEYER,RCR,2022-06-01,31,Freehold,Freehold,1.2973213075765722,103.88801119388084
970000,85.0,Floor 06-10,1,3,17,Strata,FLORA ROAD,THE GALE,OCR,2022-06-01,31,Freehold,Freehold,1.3590699375939534,103.96659130939598
1618300,57.0,Floor 06-10,1,1,10,Strata,HOLLAND ROAD,HYLL ON HOLLAND,CCR,2022-06-01,31,Freehold,Freehold,1.310486779124823,103.80189972707781
2688000,129.0,Floor 01-05,1,3,15,Strata,ST. PATRICK'S ROAD,GRAND DUCHESS AT ST PATRICK'S,OCR,2022-06-01,31,Freehold,Freehold,1.3073937730961285,103.91605996975463
1340000,113.0,Floor 01-05,1,3,14,Strata,LENGKONG TIGA,STARVILLE,OCR,2022-06-01,31,Freehold,Freehold,1.3284750503694474,103.91245575476654
3523000,106.0,Floor 16-20,1,1,9,Strata,RIVER VALLEY CLOSE,THE AVENIR,CCR,2022-06-01,31,Freehold,Freehold,1.2942408571855462,103.83676730367198
750000,54.0,Floor 06-10,1,3,14,Strata,LENGKONG TIGA,STARVILLE,OCR,2022-06-01,31,Freehold,Freehold,1.3284750503694474,103.91245575476654
940000,46.0,Floor 06-10,1,3,15,Strata,JOO CHIAT ROAD,CORALIS,RCR,2022-06-01,31,Freehold,Freehold,1.3045088314796467,103.9054509230918
745000,52.0,Floor 06-10,1,3,14,Strata,LENGKONG TUJOH,VACANZA @ EAST,OCR,2022-06-01,31,Freehold,Freehold,1.3295168935379458,103.91486541837016
5100000,186.0,Floor 16-20,1,3,9,Strata,MARTIN PLACE,MARTIN PLACE RESIDENCES,CCR,2022-06-01,31,Freehold,Freehold,1.2941611303612555,103.83805825172497
2400000,115.0,Floor 16-20,1,3,9,Strata,KIM YAM ROAD,OLEANAS RESIDENCE,CCR,2022-06-01,31,Freehold,Freehold,1.2934496158287156,103.83888891575558
4270000,226.0,Floor 16-20,1,3,15,Strata,TANJONG RHU ROAD,THE WATERSIDE,RCR,2022-06-01,31,Freehold,Freehold,1.2967048620096373,103.88276868821835
3670000,199.0,Floor 01-05,1,3,15,Strata,TANJONG RHU ROAD,THE WATERSIDE,RCR,2022-06-01,31,Freehold,Freehold,1.2967048620096373,103.88276868821835
2680888,122.0,Floor 06-10,1,3,20,Strata,MEI HWAN DRIVE,GOLDENHILL PARK CONDOMINIUM,OCR,2022-06-01,31,Freehold,Freehold,1.3528754409667239,103.86229121689082
2670000,93.0,Floor 06-10,1,3,9,Strata,CAIRNHILL ROAD,THE LAURELS,CCR,2022-06-01,31,Freehold,Freehold,1.3047684115971403,103.83790095199149
2650000,138.0,Floor 01-05,1,3,11,Strata,AKYAB ROAD,PAVILION 11,CCR,2022-06-01,31,Freehold,Freehold,1.3243471220803316,103.84840171382291
3500000,169.0,Floor 01-05,1,3,10,Strata,WALSHE ROAD,GARDENVILLE,CCR,2022-06-01,31,Freehold,Freehold,1.3124617308689461,103.82730294808748
1630000,89.0,Floor 01-05,1,3,11,Strata,AKYAB ROAD,PAVILION 11,CCR,2022-06-01,31,Freehold,Freehold,1.3243471220803316,103.84840171382291
3000000,155.0,Floor 01-05,1,3,15,Strata,TANJONG RHU ROAD,PARKSHORE,RCR,2022-06-01,31,Freehold,Freehold,1.2967320872912884,103.87063419753757
3100000,144.0,Floor 11-15,1,3,9,Strata,KIM YAM ROAD,OLEANAS RESIDENCE,CCR,2022-06-01,31,Freehold,Freehold,1.2934496158287156,103.83888891575558
7028000,191.0,Floor 31-35,1,1,9,Strata,RIVER VALLEY CLOSE,THE AVENIR,CCR,2022-06-01,31,Freehold,Freehold,1.2942408571855462,103.83676730367198
3850000,199.0,Floor 06-10,1,3,15,Strata,TANJONG RHU ROAD,THE WATERSIDE,RCR,2022-06-01,31,Freehold,Freehold,1.2967048620096373,103.88276868821835
3100000,144.0,Floor 16-20,1,3,9,Strata,KIM YAM ROAD,OLEANAS RESIDENCE,CCR,2022-06-01,31,Freehold,Freehold,1.2934496158287156,103.83888891575558
1385000,107.0,Floor 01-05,1,3,14,Strata,LENGKONG TUJOH,VACANZA @ EAST,OCR,2022-06-01,31,Freehold,Freehold,1.3295168935379458,103.91486541837016
4680000,226.0,Floor 21-25,1,3,15,Strata,TANJONG RHU ROAD,THE WATERSIDE,RCR,2022-06-01,31,Freehold,Freehold,1.2967048620096373,103.88276868821835
1950000,91.0,Floor 16-20,1,3,3,Strata,KIM TIAN ROAD,TWIN REGENCY,RCR,2022-06-01,31,Freehold,Freehold,1.284776733735535,103.82845896349617
4200000,223.0,Floor 06-10,1,3,15,Strata,TANJONG RHU ROAD,THE WATERSIDE,RCR,2022-06-01,31,Freehold,Freehold,1.2967048620096373,103.88276868821835
3968888,168.0,Floor 26-30,1,3,11,Strata,NEWTON ROAD,NEWTON ONE,CCR,2022-06-01,31,Freehold,Freehold,1.3140498537608183,103.83945280517106
1812000,65.0,Floor 01-05,1,1,10,Strata,HOLLAND ROAD,HYLL ON HOLLAND,CCR,2022-06-01,31,Freehold,Freehold,1.310486779124823,103.80189972707781
1855800,65.0,Floor 06-10,1,1,10,Strata,HOLLAND ROAD,HYLL ON HOLLAND,CCR,2022-06-01,31,Freehold,Freehold,1.310486779124823,103.80189972707781
3065931,98.0,Floor 11-15,1,1,10,Strata,HOLLAND ROAD,HYLL ON HOLLAND,CCR,2022-06-01,31,Freehold,Freehold,1.310486779124823,103.80189972707781
1160000,95.0,Floor 06-10,1,3,17,Strata,FLORA DRIVE,FERRARIA PARK CONDOMINIUM,OCR,2022-06-01,31,Freehold,Freehold,1.3583423411285633,103.9644000165503
2796900,98.0,Floor 01-05,1,1,10,Strata,HOLLAND ROAD,HYLL ON HOLLAND,CCR,2022-06-01,31,Freehold,Freehold,1.310486779124823,103.80189972707781
