target_price,area,floorRange,noOfUnits,typeOfSale,district,typeOfArea,street,project,marketSegment,contract_date_dt,days_since_1st_trans,age_bin,tenure_bin,latitude,longitude
1984000,91.0,Floor 06-10,1,1,21,Strata,BROOKVALE DRIVE,KI RESIDENCES AT BROOKVALE,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.329273637813376,103.77013712751193
1720000,143.0,Floor 06-10,1,3,18,Strata,PASIR RIS GROVE,LIVIA,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3725814869809199,103.94272600598701
1488000,65.0,Floor 06-10,1,1,21,Strata,BROOKVALE DRIVE,KI RESIDENCES AT BROOKVALE,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.329273637813376,103.77013712751193
1230000,61.0,Floor 11-15,1,3,8,Strata,BEATTY ROAD,STURDEE RESIDENCES,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3129169524829627,103.85904706821341
815000,39.0,Floor 06-10,1,3,8,Strata,BEATTY ROAD,STURDEE RESIDENCES,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3129169524829627,103.85904706821341
990000,64.0,Floor 01-05,1,3,16,Strata,BEDOK RISE,THE GLADES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3270811524845063,103.947772361153
682088,57.0,Floor 01-05,1,3,27,Strata,CANBERRA DRIVE,CANBERRA RESIDENCES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.4448907493299976,103.8251533736201
1800000,200.0,Floor 16-20,1,3,25,Strata,ROSEWOOD DRIVE,ROSEWOOD,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.4314454595391095,103.78699843127166
1383000,48.0,Floor 06-10,1,1,9,Strata,HANDY ROAD,HAUS ON HANDY,CCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3001355033193769,103.84675039539806
1396000,48.0,Floor 06-10,1,1,9,Strata,HANDY ROAD,HAUS ON HANDY,CCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3001355033193769,103.84675039539806
2242000,103.0,Floor 01-05,1,1,21,Strata,BROOKVALE DRIVE,KI RESIDENCES AT BROOKVALE,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.329273637813376,103.77013712751193
2221000,103.0,Floor 06-10,1,1,21,Strata,BROOKVALE DRIVE,KI RESIDENCES AT BROOKVALE,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.329273637813376,103.77013712751193
1980000,115.0,Floor 11-15,1,3,16,Strata,BEDOK SOUTH AVENUE 3,GRANDEUR PARK RESIDENCES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3248904018879364,103.94484144674203
1396000,48.0,Floor 06-10,1,1,9,Strata,HANDY ROAD,HAUS ON HANDY,CCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3001355033193769,103.84675039539806
745000,46.0,Floor 01-05,1,3,16,Strata,BEDOK RISE,THE GLADES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3270811524845063,103.947772361153
1275000,123.0,Floor 01-05,1,3,27,Strata,CANBERRA DRIVE,CANBERRA RESIDENCES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.4448907493299976,103.8251533736201
1310000,137.0,Floor 11-15,1,3,25,Strata,ROSEWOOD DRIVE,ROSEWOOD,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.4314454595391095,103.78699843127166
2078000,94.0,Floor 01-05,1,3,9,Strata,MOUNT SOPHIA,SOPHIA HILLS,CCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3005048366887535,103.84769412298189
2200000,140.0,Floor 01-05,1,3,16,Strata,BEDOK RISE,THE GLADES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3270811524845063,103.947772361153
1700000,142.0,Floor 16-20,1,3,19,Strata,LORONG CHUAN,CHUAN PARK (DEMOLISHED),OCR,2022-05-01,0,"(40.4, 60.1]",99 yrs,1.3523242139642258,103.8653232116615
1371000,48.0,Floor 01-05,1,1,9,Strata,HANDY ROAD,HAUS ON HANDY,CCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3001355033193769,103.84675039539806
1320000,67.0,Floor 06-10,1,3,8,Strata,BEATTY ROAD,STURDEE RESIDENCES,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3129169524829627,103.85904706821341
860000,39.0,Floor 16-20,1,3,8,Strata,BEATTY ROAD,STURDEE RESIDENCES,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3129169524829627,103.85904706821341
1398888,67.0,Floor 21-25,1,3,8,Strata,BEATTY ROAD,STURDEE RESIDENCES,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3129169524829627,103.85904706821341
2191000,103.0,Floor 01-05,1,1,21,Strata,BROOKVALE DRIVE,KI RESIDENCES AT BROOKVALE,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.329273637813376,103.77013712751193
1820000,96.0,Floor 06-10,1,3,8,Strata,BEATTY ROAD,STURDEE RESIDENCES,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3129169524829627,103.85904706821341
945000,89.0,Floor 01-05,1,3,27,Strata,CANBERRA DRIVE,CANBERRA RESIDENCES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.4448907493299976,103.8251533736201
920000,66.0,Floor 11-15,1,3,16,Strata,BEDOK SOUTH AVENUE 3,GRANDEUR PARK RESIDENCES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3248904018879364,103.94484144674203
2211000,103.0,Floor 01-05,1,1,21,Strata,BROOKVALE DRIVE,KI RESIDENCES AT BROOKVALE,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.329273637813376,103.77013712751193
1430000,108.0,Floor 06-10,1,3,5,Strata,WEST COAST CRESCENT,BLUE HORIZON,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.2976821284999007,103.76509723182168
1100000,111.0,Floor 01-05,1,3,16,Strata,BEDOK SOUTH AVENUE 1,CASAFINA,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3152296527664915,103.93396503008545
1940000,68.0,Floor 06-10,1,1,9,Strata,HANDY ROAD,HAUS ON HANDY,CCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3001355033193769,103.84675039539806
1050000,58.0,Floor 01-05,1,3,14,Strata,DAKOTA CRESCENT,WATERBANK AT DAKOTA,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.306828432359795,103.88897282542547
608000,49.0,Floor 01-05,1,3,25,Strata,ROSEWOOD DRIVE,PARC ROSEWOOD,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.4272872745580247,103.78605033238148
1718000,136.0,Floor 01-05,1,3,21,Strata,BUKIT DRIVE,THE RAINTREE,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3482758033093507,103.77454073794398
1250000,110.0,Floor 01-05,1,3,18,Strata,TAMPINES AVENUE 1,WATERVIEW,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3479372447310638,103.92627263230976
1575000,120.0,Floor 01-05,1,3,21,Strata,BUKIT DRIVE,THE RAINTREE,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3482758033093507,103.77454073794398
940000,86.0,Floor 01-05,1,3,18,Strata,TAMPINES AVENUE 1,WATERVIEW,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3479372447310638,103.92627263230976
950000,86.0,Floor 06-10,1,3,16,Strata,BAYSHORE ROAD,THE BAYSHORE,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.31261384042124,103.9393340072967
838000,45.0,Floor 11-15,1,3,14,Strata,DAKOTA CRESCENT,WATERBANK AT DAKOTA,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.306828432359795,103.88897282542547
1430000,105.0,Floor 11-15,1,3,28,Strata,FERNVALE LINK,H2O RESIDENCES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3925346734390527,103.88056693152794
1090000,89.0,Floor 11-15,1,3,16,Strata,BAYSHORE ROAD,THE BAYSHORE,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.31261384042124,103.9393340072967
1150000,71.0,Floor 01-05,1,3,16,Strata,BEDOK RISE,THE GLADES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3270811524845063,103.947772361153
1050000,58.0,Floor 01-05,1,3,14,Strata,DAKOTA CRESCENT,WATERBANK AT DAKOTA,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.306828432359795,103.88897282542547
724000,49.0,Floor 11-15,1,3,28,Strata,FERNVALE LINK,H2O RESIDENCES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3925346734390527,103.88056693152794
1810000,128.0,Floor 11-15,1,3,15,Strata,TANJONG RHU ROAD,TANJONG RIA CONDOMINIUM,RCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.2966240371184101,103.87430454892625
1060000,90.0,Floor 01-05,1,3,16,Strata,BAYSHORE ROAD,THE BAYSHORE,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.31261384042124,103.9393340072967
1730000,110.0,Floor 16-20,1,3,3,Strata,STIRLING ROAD,QUEENS,RCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.29267425403127,103.80666324335687
832000,71.0,Floor 06-10,1,3,17,Strata,FLORA DRIVE,HEDGES PARK CONDOMINIUM,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3541073056171706,103.96774997162686
1170000,58.0,Floor 11-15,1,3,14,Strata,DAKOTA CRESCENT,WATERBANK AT DAKOTA,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.306828432359795,103.88897282542547
2250000,103.0,Floor 06-10,1,1,21,Strata,BROOKVALE DRIVE,KI RESIDENCES AT BROOKVALE,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.329273637813376,103.77013712751193
2536000,104.0,Floor 06-10,1,1,15,Strata,ARTHUR ROAD,LIV @ MB,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.2995893530595894,103.88803342433518
1475000,116.0,Floor 01-05,1,3,14,Strata,GEYLANG EAST AVENUE 2,SIMSVILLE,RCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3168663519589228,103.88886458185677
805000,47.0,Floor 06-10,1,3,16,Strata,BEDOK RISE,THE GLADES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3270811524845063,103.947772361153
1100000,90.0,Floor 01-05,1,3,5,Strata,WEST COAST CRESCENT,BLUE HORIZON,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.2976821284999007,103.76509723182168
1600000,123.0,Floor 01-05,1,3,21,Strata,BUKIT DRIVE,THE RAINTREE,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3482758033093507,103.77454073794398
925000,48.0,Floor 06-10,1,3,19,Strata,LORONG LEW LIAN,FOREST WOODS,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.351385755595366,103.87634346569314
715000,44.0,Floor 01-05,1,3,16,Strata,BEDOK RISE,THE GLADES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3270811524845063,103.947772361153
905000,81.0,Floor 01-05,1,3,17,Strata,FLORA DRIVE,HEDGES PARK CONDOMINIUM,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3541073056171706,103.96774997162686
1710000,80.0,Floor 01-05,1,1,21,Strata,BROOKVALE DRIVE,KI RESIDENCES AT BROOKVALE,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.329273637813376,103.77013712751193
1480000,82.0,Floor 11-15,1,3,14,Strata,DAKOTA CRESCENT,WATERBANK AT DAKOTA,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.306828432359795,103.88897282542547
1819000,80.0,Floor 06-10,1,1,21,Strata,BROOKVALE DRIVE,KI RESIDENCES AT BROOKVALE,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.329273637813376,103.77013712751193
1070000,62.0,Floor 06-10,1,3,16,Strata,BEDOK RISE,THE GLADES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3270811524845063,103.947772361153
780000,47.0,Floor 06-10,1,3,16,Strata,BEDOK RISE,THE GLADES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3270811524845063,103.947772361153
1909000,87.0,Floor 06-10,1,1,21,Strata,BROOKVALE DRIVE,KI RESIDENCES AT BROOKVALE,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.329273637813376,103.77013712751193
1392000,48.0,Floor 06-10,1,1,9,Strata,HANDY ROAD,HAUS ON HANDY,CCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3001355033193769,103.84675039539806
1488000,65.0,Floor 06-10,1,1,21,Strata,BROOKVALE DRIVE,KI RESIDENCES AT BROOKVALE,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.329273637813376,103.77013712751193
2280000,119.0,Floor 06-10,1,3,14,Strata,DAKOTA CRESCENT,WATERBANK AT DAKOTA,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.306828432359795,103.88897282542547
3100000,386.0,Floor 11-15,1,3,18,Strata,TAMPINES AVENUE 1,WATERVIEW,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3479372447310638,103.92627263230976
1380000,123.0,Floor 06-10,1,3,16,Strata,TANAH MERAH KECHIL ROAD,THE TANAMERA,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3270870992370192,103.94274908760974
1330000,82.0,Floor 01-05,1,3,16,Strata,BEDOK SOUTH AVENUE 3,GRANDEUR PARK RESIDENCES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3248904018879364,103.94484144674203
1658000,209.0,Floor 01-05,1,3,25,Strata,ROSEWOOD DRIVE,PARC ROSEWOOD,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.4272872745580247,103.78605033238148
1460000,141.0,Floor 11-15,1,3,16,Strata,TANAH MERAH KECHIL ROAD,THE TANAMERA,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3270870992370192,103.94274908760974
1420000,141.0,Floor 01-05,1,3,16,Strata,TANAH MERAH KECHIL ROAD,THE TANAMERA,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3270870992370192,103.94274908760974
1810000,184.0,Floor 01-05,1,3,16,Strata,BEDOK SOUTH AVENUE 1,CASAFINA,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3152296527664915,103.93396503008545
1390000,82.0,Floor 11-15,1,3,16,Strata,BEDOK SOUTH AVENUE 3,GRANDEUR PARK RESIDENCES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3248904018879364,103.94484144674203
960000,86.0,Floor 06-10,1,3,18,Strata,TAMPINES AVENUE 1,WATERVIEW,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3479372447310638,103.92627263230976
1857000,91.0,Floor 01-05,1,1,21,Strata,BROOKVALE DRIVE,KI RESIDENCES AT BROOKVALE,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.329273637813376,103.77013712751193
2273000,103.0,Floor 01-05,1,1,21,Strata,BROOKVALE DRIVE,KI RESIDENCES AT BROOKVALE,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.329273637813376,103.77013712751193
1550000,82.0,Floor 11-15,1,3,14,Strata,DAKOTA CRESCENT,WATERBANK AT DAKOTA,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.306828432359795,103.88897282542547
620000,40.0,Floor 01-05,1,3,19,Strata,CARDIFF GROVE,CARDIFF RESIDENCE,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3549624659864552,103.86579795842206
1630000,167.0,Floor 06-10,1,3,17,Strata,FLORA DRIVE,HEDGES PARK CONDOMINIUM,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3541073056171706,103.96774997162686
1070000,118.0,Floor 01-05,1,3,25,Strata,ROSEWOOD DRIVE,PARC ROSEWOOD,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.4272872745580247,103.78605033238148
625000,39.0,Floor 01-05,1,3,19,Strata,CARDIFF GROVE,CARDIFF RESIDENCE,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3549624659864552,103.86579795842206
1900000,135.0,Floor 01-05,1,3,5,Strata,WEST COAST ROAD,VARSITY PARK CONDOMINIUM,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.294455883210807,103.76892031268659
1494000,65.0,Floor 06-10,1,1,21,Strata,BROOKVALE DRIVE,KI RESIDENCES AT BROOKVALE,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.329273637813376,103.77013712751193
660000,39.0,Floor 01-05,1,3,19,Strata,CARDIFF GROVE,CARDIFF RESIDENCE,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3549624659864552,103.86579795842206
2533000,104.0,Floor 11-15,1,1,15,Strata,ARTHUR ROAD,LIV @ MB,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.2995893530595894,103.88803342433518
1679000,59.0,Floor 01-05,1,1,9,Strata,HANDY ROAD,HAUS ON HANDY,CCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3001355033193769,103.84675039539806
2059000,117.0,Floor 06-10,1,1,23,Strata,HILLVIEW RISE,MIDWOOD,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3641057456990862,103.76367099249913
1308800,90.0,Floor 01-05,1,3,22,Strata,JURONG LAKE LINK,LAKEVILLE,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3451369788131922,103.72597121361072
1387000,48.0,Floor 06-10,1,1,9,Strata,HANDY ROAD,HAUS ON HANDY,CCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3001355033193769,103.84675039539806
1383000,48.0,Floor 06-10,1,1,9,Strata,HANDY ROAD,HAUS ON HANDY,CCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3001355033193769,103.84675039539806
1600000,117.0,Floor 01-05,1,3,23,Strata,HILLVIEW AVENUE,HILLVIEW RESIDENCE,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.355909051755491,103.76073531598354
1450000,90.0,Floor 06-10,1,3,22,Strata,JURONG LAKE LINK,LAKEVILLE,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3451369788131922,103.72597121361072
1445000,75.0,Floor 21-25,1,3,20,Strata,BISHAN STREET 15,SKY VUE,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3527606992939187,103.85096310756208
2017000,117.0,Floor 01-05,1,1,23,Strata,HILLVIEW RISE,MIDWOOD,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3641057456990862,103.76367099249913
1200000,87.0,Floor 06-10,1,3,19,Strata,SERANGOON AVENUE 3,CHILTERN PARK,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3503472836646075,103.86332198925736
1200000,88.0,Floor 01-05,1,3,19,Strata,SERANGOON AVENUE 3,CHILTERN PARK,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3503472836646075,103.86332198925736
2024000,117.0,Floor 01-05,1,1,23,Strata,HILLVIEW RISE,MIDWOOD,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3641057456990862,103.76367099249913
2012000,117.0,Floor 01-05,1,1,23,Strata,HILLVIEW RISE,MIDWOOD,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3641057456990862,103.76367099249913
1380000,63.0,Floor 36-40,1,3,20,Strata,BISHAN STREET 15,SKY VUE,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3527606992939187,103.85096310756208
1500000,63.0,Floor 01-05,1,3,10,Strata,RIVER VALLEY ROAD,RV RESIDENCES,CCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.2943410506219957,103.82844028238412
986000,42.0,Floor 01-05,1,3,10,Strata,RIVER VALLEY ROAD,RV RESIDENCES,CCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.2943410506219957,103.82844028238412
2530000,108.0,Floor 06-10,1,3,10,Strata,RIVER VALLEY ROAD,RV RESIDENCES,CCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.2943410506219957,103.82844028238412
2080000,104.0,Floor 31-35,1,3,3,Strata,JALAN BUKIT HO SWEE,MERAPRIME,RCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.2870585976552187,103.827787531999
2144000,117.0,Floor 21-25,1,1,23,Strata,HILLVIEW RISE,MIDWOOD,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3641057456990862,103.76367099249913
2156000,117.0,Floor 21-25,1,1,23,Strata,HILLVIEW RISE,MIDWOOD,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3641057456990862,103.76367099249913
2185000,117.0,Floor 26-30,1,1,23,Strata,HILLVIEW RISE,MIDWOOD,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3641057456990862,103.76367099249913
2035000,117.0,Floor 06-10,1,1,23,Strata,HILLVIEW RISE,MIDWOOD,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3641057456990862,103.76367099249913
820000,80.0,Floor 01-05,1,3,23,Strata,BUKIT BATOK STREET 52,GUILIN VIEW,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3548763119837628,103.7531380430425
2053000,117.0,Floor 06-10,1,1,23,Strata,HILLVIEW RISE,MIDWOOD,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3641057456990862,103.76367099249913
2076000,117.0,Floor 11-15,1,1,23,Strata,HILLVIEW RISE,MIDWOOD,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3641057456990862,103.76367099249913
1360000,115.0,Floor 01-05,1,3,21,Strata,TOH TUCK ROAD,HIGH OAK CONDOMINIUM,RCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3390465480815834,103.77158775335937
1380000,110.0,Floor 01-05,1,3,21,Strata,TOH TUCK ROAD,HIGH OAK CONDOMINIUM,RCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3390465480815834,103.77158775335937
1288000,63.0,Floor 11-15,1,3,20,Strata,BISHAN STREET 15,SKY VUE,RCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3527606992939187,103.85096310756208
1585000,87.0,Floor 01-05,1,3,19,Strata,LORONG CHUAN,THE CHUAN,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.349887666730464,103.86045179462769
2850000,154.0,Floor 11-15,1,3,19,Strata,LORONG CHUAN,THE CHUAN,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.349887666730464,103.86045179462769
2083000,117.0,Floor 11-15,1,1,23,Strata,HILLVIEW RISE,MIDWOOD,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3641057456990862,103.76367099249913
2047000,117.0,Floor 06-10,1,1,23,Strata,HILLVIEW RISE,MIDWOOD,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3641057456990862,103.76367099249913
2042000,117.0,Floor 06-10,1,1,23,Strata,HILLVIEW RISE,MIDWOOD,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3641057456990862,103.76367099249913
1785000,106.0,Floor 11-15,1,3,22,Strata,JURONG LAKE LINK,LAKEVILLE,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3451369788131922,103.72597121361072
1695000,58.0,Floor 01-05,1,1,9,Strata,HANDY ROAD,HAUS ON HANDY,CCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3001355033193769,103.84675039539806
2126000,117.0,Floor 16-20,1,1,23,Strata,HILLVIEW RISE,MIDWOOD,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3641057456990862,103.76367099249913
1712000,59.0,Floor 11-15,1,1,9,Strata,HANDY ROAD,HAUS ON HANDY,CCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3001355033193769,103.84675039539806
1521000,87.0,Floor 06-10,1,3,19,Strata,LORONG CHUAN,THE CHUAN,OCR,2022-05-01,0,"(138.9, 158.6]",999 yrs,1.349887666730464,103.86045179462769
1200000,71.0,Floor 11-15,1,3,22,Strata,JURONG LAKE LINK,LAKEVILLE,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3451369788131922,103.72597121361072
935000,68.0,Floor 01-05,1,3,19,Strata,COMPASSVALE ROAD,THE LUXURIE,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3888619645255549,103.89644750029252
800000,47.0,Floor 11-15,1,2,28,Strata,FERNVALE STREET,PARC BOTANNIA,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.397993195752828,103.87526975834919
1238000,113.0,Floor 06-10,1,3,23,Strata,CHOA CHU KANG LOOP,THE WARREN,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3865270993765182,103.74334198431248
6300000,269.0,Floor 16-20,1,3,10,Strata,DRAYCOTT PARK,DRAYCOTT EIGHT,CCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3113884126408737,103.83218202898564
2890000,153.0,Floor 11-15,1,3,10,Strata,DRAYCOTT PARK,DRAYCOTT EIGHT,CCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3113884126408737,103.83218202898564
1450000,86.0,Floor 06-10,1,3,18,Strata,TAMPINES STREET 86,THE TAPESTRY,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3539046355161575,103.92860647866085
1320000,96.0,Floor 11-15,1,3,18,Strata,TAMPINES STREET 86,Q BAY RESIDENCES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3512844009932277,103.92717471706622
973000,56.0,Floor 06-10,1,3,18,Strata,TAMPINES STREET 86,THE TAPESTRY,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3539046355161575,103.92860647866085
690000,49.0,Floor 06-10,1,3,18,Strata,TAMPINES STREET 86,Q BAY RESIDENCES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3512844009932277,103.92717471706622
932000,74.0,Floor 01-05,1,3,18,Strata,TAMPINES STREET 86,Q BAY RESIDENCES,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3512844009932277,103.92717471706622
735000,49.0,Floor 11-15,1,3,23,Strata,HILLVIEW RISE,KINGSFORD . HILLVIEW PEAK,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.364790399712292,103.76416893366392
1160000,109.0,Floor 06-10,1,3,23,Strata,BUKIT BATOK EAST AVENUE 2,HILLVIEW REGENCY,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3520262739382232,103.75737216619596
900000,84.0,Floor 06-10,1,3,23,Strata,BUKIT BATOK EAST AVENUE 2,HILLVIEW REGENCY,OCR,2022-05-01,0,"(20.7, 40.4]",99 yrs,1.3520262739382232,103.75737216619596
708000,38.0,Floor 11-15,1,3,22,Strata,JURONG LAKE LINK,LAKE GRANDE,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3455985411442866,103.72402304021799
2250000,121.0,Floor 11-15,1,3,22,Strata,JURONG LAKE LINK,LAKE GRANDE,OCR,2022-05-01,0,"(0.803, 20.7]",99 yrs,1.3455985411442866,103.72402304021799
